0,0,0,0,0,0,0,0,0,0,0
0,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1
0,0.02,0.04,0.06,0.08,0.1,0.12,0.14,0.16,0.18,0.2
0,0.03,0.06,0.09,0.12,0.15,0.18,0.21,0.24,0.27,0.3
0,0.04,0.08,0.12,0.16,0.2,0.24,0.28,0.32,0.36,0.4
0,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5
0,0.06,0.12,0.18,0.24,0.3,0.36,0.42,0.48,0.54,0.6
0,0.07,0.14,0.21,0.28,0.35,0.42,0.49,0.56,0.63,0.7
0,0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8
0,0.09,0.18,0.27,0.36,0.45,0.54,0.63,0.72,0.81,0.9
0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1
